User,Card,Year,Month,Day,Zip,MCC,Amount,UseChip,MerchantName,MerchantCity,MerchantState,target
1562.0,0.0,2008.0,10.0,30.0,1453.0,5411.0,$161.70,Swipe Transaction,Rivera Fine Foods,Leominster,MA,No
380.0,1.0,2009.0,4.0,15.0,54747.0,5499.0,$46.74,Swipe Transaction,Vending Machine Product 1,Independence,WI,No
1039.0,5.0,2010.0,5.0,9.0,76065.0,4829.0,$100.00,Swipe Transaction,Money Transfer Company 1,Midlothian,TX,No
1749.0,2.0,2013.0,1.0,8.0,78213.0,7542.0,$13.65,Swipe Transaction,Burns Carwash,San Antonio,TX,No
1300.0,2.0,2007.0,11.0,7.0,34251.0,4814.0,$168.12,Swipe Transaction,Phone Service Provider 1,Myakka City,FL,No
238.0,4.0,2015.0,8.0,24.0,10304.0,5411.0,$2.90,Chip Transaction,Miller Fine Foods,Staten Island,NY,No
1483.0,1.0,2018.0,8.0,5.0,80004.0,5411.0,$3.72,Chip Transaction,Supermarket Chain 2,Arvada,CO,No
1690.0,0.0,2005.0,10.0,26.0,29063.0,5719.0,$9.02,Swipe Transaction,High End Goods Store 2,Irmo,SC,No
371.0,2.0,2011.0,3.0,3.0,49779.0,8099.0,$44.91,Swipe Transaction,Ramirez Rogers City Medical Services,Rogers City,MI,No
474.0,2.0,2017.0,8.0,18.0,60558.0,5814.0,$68.08,Chip Transaction,Fast Food Chain 3,Western Springs,IL,No
5.0,1.0,2009.0,1.0,26.0,81050.0,5814.0,$36.76,Swipe Transaction,Fast Food Chain 3,La Junta,CO,No
1777.0,4.0,2010.0,3.0,31.0,45069.0,4121.0,$41.69,Swipe Transaction,Green Taxi,West Chester,OH,No
745.0,0.0,2011.0,1.0,24.0,67114.0,5912.0,$5.61,Swipe Transaction,Blaires Drugs,Newton,KS,No
464.0,0.0,2016.0,4.0,26.0,92867.0,5211.0,$55.42,Chip Transaction,Monicas House and Garden,Orange,CA,No
943.0,1.0,2014.0,8.0,25.0,51694.67689524219,4722.0,$204.38,Online Transaction,Travel Booking Company 1,ONLINE,CA,No
1815.0,2.0,2011.0,10.0,31.0,48415.0,5499.0,$48.28,Swipe Transaction,Convenience Store Chain 1,Birch Run,MI,No
517.0,2.0,2017.0,5.0,7.0,30121.0,5912.0,$17.87,Chip Transaction,Clark Pharmacy,Cartersville,GA,No
733.0,1.0,2007.0,1.0,16.0,60607.0,5411.0,$106.34,Swipe Transaction,Supermarket Chain 2,Chicago,IL,No
1191.0,0.0,2014.0,11.0,6.0,70065.0,5814.0,$42.15,Swipe Transaction,Fast Food Chain 10,Kenner,LA,No
1925.0,4.0,2017.0,1.0,29.0,77082.0,5411.0,$11.89,Chip Transaction,Supermarket Chain 2,Houston,TX,No
873.0,2.0,2006.0,6.0,14.0,16656.0,5411.0,$67.69,Swipe Transaction,Supermarket Chain 8,Irvona,PA,No
717.0,3.0,2012.0,7.0,19.0,10036.0,5411.0,$19.29,Swipe Transaction,Supermarket Chain 2,New York,NY,No
27.0,2.0,2008.0,3.0,2.0,14450.0,5310.0,$48.43,Swipe Transaction,Discount Store 3,Fairport,NY,No
1423.0,5.0,2012.0,5.0,19.0,32119.0,5814.0,$29.03,Swipe Transaction,Fast Food Chain 7,Daytona Beach,FL,No
55.0,0.0,2013.0,11.0,2.0,48910.0,5970.0,$51.06,Swipe Transaction,Crafts Store 1,Lansing,MI,No
1394.0,2.0,2013.0,12.0,22.0,48144.0,5970.0,$18.18,Swipe Transaction,Crafts Store 1,Lambertville,MI,No
846.0,5.0,2001.0,6.0,11.0,35769.0,5411.0,$47.03,Swipe Transaction,Supermarket Chain 8,Scottsboro,AL,No
1878.0,1.0,2009.0,1.0,13.0,18612.0,5541.0,$9.34,Swipe Transaction,Gas Station Company 1,Dallas,PA,No
1066.0,2.0,2012.0,3.0,8.0,86406.0,5813.0,$42.29,Swipe Transaction,Masvidal Bar,Lake Havasu City,AZ,No
681.0,0.0,2019.0,11.0,30.0,33415.0,7538.0,$27.00,Chip Transaction,Ortiz West Palm Beach Car Repairs,West Palm Beach,FL,No
641.0,1.0,2019.0,3.0,19.0,30263.0,5411.0,$13.61,Swipe Transaction,Supermarket Chain 2,Newnan,GA,No
1163.0,3.0,2012.0,9.0,4.0,32773.0,4829.0,$120.00,Swipe Transaction,Money Transfer Company 1,Sanford,FL,No
658.0,4.0,2018.0,11.0,26.0,30021.0,5813.0,$17.67,Chip Transaction,Consolidated Ale House,Clarkston,GA,No
106.0,3.0,2009.0,10.0,15.0,60441.0,8111.0,$1232.73,Swipe Transaction,Coens Legal Services,Lockport,IL,No
314.0,2.0,2019.0,9.0,21.0,98225.0,5411.0,$2.04,Swipe Transaction,Supermarket Chain 3,Bellingham,WA,No
882.0,0.0,2008.0,2.0,16.0,57570.0,5411.0,$25.05,Swipe Transaction,Supermarket Chain 3,Rosebud,SD,No
589.0,1.0,2011.0,9.0,23.0,85251.0,5310.0,$76.06,Swipe Transaction,Discount Store 2,Scottsdale,AZ,No
485.0,1.0,2017.0,7.0,9.0,98801.0,4121.0,$33.01,Swipe Transaction,Anwar Limo,Wenatchee,WA,No
687.0,7.0,2016.0,3.0,25.0,53051.0,8011.0,$265.54,Chip Transaction,Flores Internal Medicine,Menomonee Falls,WI,No
1856.0,2.0,2016.0,6.0,22.0,48234.0,5211.0,$20.55,Chip Transaction,Kylans House and Garden,Detroit,MI,No
1542.0,6.0,2018.0,6.0,8.0,51694.67689524219,4121.0,$26.92,Online Transaction,Ride Sharing Company 1,ONLINE,CA,No
1597.0,0.0,2011.0,3.0,25.0,30705.0,5651.0,$1.32,Swipe Transaction,Diversified Clothing,Chatsworth,GA,No
1986.0,2.0,2009.0,12.0,20.0,44070.0,5499.0,$1.82,Swipe Transaction,Convenience Store Chain 3,North Olmsted,OH,No
1665.0,1.0,2014.0,12.0,16.0,78750.0,5411.0,$2.22,Swipe Transaction,Jurnees Fine Foods,Austin,TX,No
847.0,0.0,2018.0,4.0,27.0,18848.0,5541.0,$111.48,Chip Transaction,Gas Station Company 1,Towanda,PA,No
1704.0,4.0,2001.0,10.0,13.0,32533.0,4829.0,$60.00,Swipe Transaction,Money Transfer Company 1,Cantonment,FL,No
1701.0,2.0,2007.0,7.0,25.0,7003.0,5813.0,$73.28,Swipe Transaction,Wright Ale House,Bloomfield,NJ,No
1124.0,0.0,2003.0,10.0,26.0,19149.0,5814.0,$10.59,Swipe Transaction,Fast Food Chain 1,Philadelphia,PA,No
493.0,1.0,2009.0,12.0,7.0,78735.0,5912.0,$98.05,Swipe Transaction,Pharmacy Company 1,Austin,TX,No
281.0,0.0,2019.0,9.0,19.0,16061.0,3132.0,$1117.10,Chip Transaction,Airline Company 7,West Sunbury,PA,No
1616.0,2.0,2004.0,8.0,27.0,23181.0,4214.0,$9.10,Swipe Transaction,Delivery Company 2,West Point,VA,No
1704.0,4.0,2006.0,9.0,5.0,32533.0,4829.0,$60.00,Swipe Transaction,Money Transfer Company 1,Cantonment,FL,No
1363.0,0.0,2017.0,3.0,21.0,22401.0,5499.0,$4.69,Chip Transaction,Convenience Store Chain 1,Fredericksburg,VA,No
950.0,0.0,2018.0,3.0,18.0,93308.0,7538.0,$48.78,Chip Transaction,Auto Service Company 8,Bakersfield,CA,No
246.0,3.0,2008.0,8.0,16.0,90808.0,5812.0,$2.59,Swipe Transaction,Restaurant Chain 10,Long Beach,CA,No
1889.0,3.0,2017.0,2.0,11.0,60411.0,5411.0,$11.80,Chip Transaction,Supermarket Chain 2,Chicago Heights,IL,No
1297.0,1.0,2013.0,2.0,27.0,51694.67689524219,7349.0,$47.95,Online Transaction,Trash Collection Company 1,ONLINE,CA,No
1625.0,5.0,2003.0,9.0,15.0,95350.0,5912.0,$13.89,Swipe Transaction,Bretts Modesto Apothecary,Modesto,CA,No
547.0,3.0,2011.0,10.0,1.0,63301.0,5812.0,$42.77,Swipe Transaction,Parker Diner,Saint Charles,MO,No
1887.0,1.0,2016.0,12.0,15.0,90018.0,5310.0,$8.80,Chip Transaction,Rivera Discount Goods,Los Angeles,CA,No
1834.0,0.0,2004.0,3.0,25.0,94513.0,7538.0,$90.33,Swipe Transaction,Auto Service Company 3,Brentwood,CA,No
1519.0,3.0,2016.0,12.0,18.0,1453.0,9402.0,$21.77,Chip Transaction,Delivery Company 3,Leominster,MA,No
760.0,0.0,2018.0,6.0,14.0,21921.0,4829.0,$80.00,Chip Transaction,Money Transfer Company 1,Elkton,MD,No
698.0,2.0,2012.0,1.0,8.0,21784.0,5813.0,$34.59,Swipe Transaction,Zyaires Bar,Sykesville,MD,No
1015.0,1.0,2008.0,5.0,27.0,78666.0,3640.0,$226.46,Swipe Transaction,Hotel and Resort Company 5,San Marcos,TX,No
1514.0,0.0,2011.0,2.0,14.0,95630.0,5812.0,$15.93,Swipe Transaction,Alans Diner,Folsom,CA,No
1674.0,1.0,2009.0,8.0,15.0,98682.0,5812.0,$4.59,Swipe Transaction,Roberts Restaurant,Vancouver,WA,No
1035.0,0.0,2011.0,1.0,21.0,60712.0,3730.0,$475.51,Swipe Transaction,Hotel and Resort Company 7,Lincolnwood,IL,No
1246.0,1.0,2005.0,9.0,11.0,10469.0,5411.0,$5.60,Swipe Transaction,Green Gourmet Supplies,Bronx,NY,No
1542.0,2.0,2007.0,8.0,18.0,23606.0,5411.0,$2.87,Swipe Transaction,Supermarket Chain 2,Newport News,VA,No
1096.0,0.0,2010.0,6.0,2.0,75791.0,5912.0,$94.96,Swipe Transaction,Adleys Whitehouse Rx,Whitehouse,TX,No
1959.0,2.0,2008.0,8.0,7.0,51694.67689524219,4784.0,$44.29,Online Transaction,Auto Toll Provider 2,ONLINE,CA,No
1942.0,5.0,2001.0,3.0,1.0,85022.0,5411.0,$12.48,Swipe Transaction,Lewis Foods,Phoenix,AZ,No
376.0,0.0,2002.0,4.0,20.0,17315.0,5300.0,$57.42,Swipe Transaction,Wholesale Club 1,Dover,PA,No
167.0,2.0,2005.0,11.0,15.0,85541.0,5499.0,$3.48,Swipe Transaction,Vending Machine Product 1,Payson,AZ,No
1837.0,1.0,2011.0,12.0,31.0,51694.67689524219,4784.0,$56.01,Online Transaction,Auto Toll Provider 1,ONLINE,CA,No
483.0,4.0,1999.0,10.0,13.0,15672.0,5541.0,$9.01,Swipe Transaction,Gas Station Company 2,New Stanton,PA,No
1590.0,4.0,2009.0,1.0,29.0,78702.0,5942.0,$18.33,Swipe Transaction,Bookstore Company 1,Austin,TX,No
816.0,3.0,2017.0,12.0,23.0,33068.0,5812.0,$75.63,Chip Transaction,Francess Diner,Pompano Beach,FL,No
1250.0,2.0,2008.0,2.0,24.0,49783.0,5812.0,$5.93,Swipe Transaction,Restaurant Chain 12,Sault Sainte Marie,MI,No
1937.0,0.0,2006.0,4.0,21.0,30012.0,4829.0,$160.00,Swipe Transaction,Money Transfer Company 1,Conyers,GA,No
1541.0,0.0,2011.0,9.0,26.0,51694.67689524219,4121.0,$25.58,Online Transaction,Ride Sharing Company 1,ONLINE,CA,No
74.0,0.0,2019.0,10.0,21.0,45039.0,5541.0,$15.03,Chip Transaction,Gas Station Company 2,Maineville,OH,No
778.0,1.0,2012.0,12.0,13.0,19446.0,5211.0,$61.00,Swipe Transaction,Home Improvement Store 1,Lansdale,PA,No
747.0,5.0,2002.0,11.0,25.0,51694.67689524219,5815.0,$13.84,Online Transaction,Digital Content Company 2,ONLINE,CA,No
336.0,3.0,2018.0,4.0,5.0,38127.0,5499.0,$1.85,Chip Transaction,Convenience Store Chain 3,Memphis,TN,No
1394.0,0.0,1997.0,9.0,13.0,48127.0,5411.0,$28.24,Swipe Transaction,Supermarket Chain 2,Dearborn Heights,MI,No
1243.0,1.0,2017.0,6.0,26.0,90222.0,5912.0,$5.79,Chip Transaction,Pharmacy Company 1,Compton,CA,No
1450.0,0.0,2004.0,11.0,3.0,93720.0,5499.0,$33.57,Swipe Transaction,Convenience Store Chain 3,Fresno,CA,No
1457.0,4.0,2002.0,7.0,15.0,70122.0,4829.0,$40.00,Swipe Transaction,Money Transfer Company 1,New Orleans,LA,No
480.0,0.0,2018.0,9.0,4.0,47362.0,5814.0,$2.81,Swipe Transaction,Fast Food Chain 5,New Castle,IN,No
466.0,3.0,2018.0,8.0,25.0,20020.0,5812.0,$3.11,Chip Transaction,Vicentes Eats,Washington,DC,No
696.0,4.0,2003.0,1.0,27.0,51694.67689524219,4121.0,$47.97,Online Transaction,Ride Sharing Company 1,ONLINE,CA,No
468.0,1.0,2014.0,4.0,14.0,47339.0,5411.0,$3.62,Swipe Transaction,Hill Economy Gourmet Supplies,Economy,IN,No
35.0,0.0,2016.0,9.0,30.0,51694.67689524219,4784.0,$28.44,Online Transaction,Auto Toll Provider 4,ONLINE,CA,No
1190.0,1.0,2007.0,8.0,9.0,6023.0,5411.0,$11.16,Swipe Transaction,Supermarket Chain 6,East Berlin,CT,No
1888.0,3.0,2012.0,9.0,7.0,36272.0,5499.0,$1.72,Swipe Transaction,Convenience Store Chain 1,Piedmont,AL,No
1763.0,0.0,2018.0,2.0,22.0,51694.67689524219,4784.0,$20.04,Online Transaction,Auto Toll Provider 3,ONLINE,CA,No
1288.0,3.0,2009.0,1.0,28.0,33843.0,5411.0,$75.85,Swipe Transaction,Alayas Fine Foods,Frostproof,FL,No
1408.0,0.0,2012.0,10.0,13.0,30040.0,5942.0,$50.85,Swipe Transaction,Bookstore Company 1,Cumming,GA,No
968.0,1.0,1998.0,10.0,7.0,19901.0,5499.0,$0.08,Swipe Transaction,Vending Machine Product 1,Dover,DE,No
1888.0,3.0,2020.0,1.0,26.0,36303.0,5411.0,$14.85,Swipe Transaction,Supermarket Chain 1,Dothan,AL,No
568.0,6.0,2017.0,1.0,18.0,45865.0,5411.0,$3.38,Chip Transaction,Supermarket Chain 3,Minster,OH,No
992.0,3.0,2017.0,3.0,12.0,23504.0,5813.0,$16.44,Chip Transaction,Labelle Norfolk Ale House,Norfolk,VA,No
1640.0,4.0,2012.0,1.0,4.0,28146.0,5300.0,$45.51,Swipe Transaction,Wholesale Club 1,Salisbury,NC,No
1265.0,0.0,2004.0,12.0,7.0,36695.0,5411.0,$29.88,Swipe Transaction,Harris Market,Mobile,AL,No
1491.0,5.0,2017.0,6.0,12.0,51694.67689524219,4899.0,$1.68,Online Transaction,Digital Delivery Company 3,ONLINE,CA,No
1402.0,3.0,2011.0,10.0,23.0,60087.0,5970.0,$72.13,Swipe Transaction,Crafts Store 1,Waukegan,IL,No
574.0,3.0,2006.0,7.0,14.0,80138.0,5942.0,$55.92,Swipe Transaction,Bookstore Company 1,Parker,CO,No
309.0,2.0,2018.0,2.0,26.0,97333.0,5970.0,$49.91,Chip Transaction,Crafts Store 1,Corvallis,OR,No
1606.0,1.0,2010.0,12.0,23.0,63116.0,4829.0,$20.00,Swipe Transaction,Money Transfer Company 1,Saint Louis,MO,No
392.0,1.0,2015.0,12.0,11.0,15330.0,5411.0,$21.75,Swipe Transaction,Lucianos Eighty Four Supermarket,Eighty Four,PA,No
862.0,4.0,2010.0,4.0,12.0,40299.0,4121.0,$12.81,Swipe Transaction,Labelle Car Service,Louisville,KY,No
941.0,2.0,2018.0,12.0,2.0,99223.0,5499.0,$7.19,Chip Transaction,Convenience Store Chain 3,Spokane,WA,No
1844.0,1.0,2017.0,3.0,5.0,34143.0,4829.0,$280.00,Chip Transaction,Money Transfer Company 1,Immokalee,FL,No
777.0,1.0,2010.0,12.0,27.0,43228.0,5942.0,$1.43,Swipe Transaction,Bookstore Company 1,Columbus,OH,No
327.0,6.0,2015.0,7.0,1.0,90037.0,5812.0,$11.74,Chip Transaction,Restaurant Chain 1,Los Angeles,CA,No
191.0,4.0,2009.0,5.0,17.0,6604.0,5812.0,$16.05,Swipe Transaction,Restaurant Chain 10,Bridgeport,CT,No
1737.0,0.0,2019.0,6.0,27.0,19966.0,5211.0,$33.19,Chip Transaction,Cook Home Supplies,Millsboro,DE,No
1005.0,0.0,2007.0,6.0,9.0,51694.67689524219,4121.0,$18.05,Online Transaction,Ride Sharing Company 1,ONLINE,CA,No
1562.0,2.0,2006.0,4.0,16.0,1453.0,5814.0,$53.28,Swipe Transaction,Fast Food Chain 1,Leominster,MA,No
425.0,2.0,2008.0,1.0,4.0,7045.0,7230.0,$54.96,Swipe Transaction,Lucas Nails,Montville,NJ,No
136.0,3.0,2008.0,3.0,28.0,34695.0,5411.0,$3.03,Swipe Transaction,Brown Safety Harbor Fine Foods,Safety Harbor,FL,No
1888.0,2.0,2001.0,11.0,13.0,36272.0,5541.0,$6.23,Swipe Transaction,Gas Station Company 12,Piedmont,AL,No
361.0,0.0,2009.0,4.0,16.0,5602.0,5411.0,$8.50,Swipe Transaction,Josephines Foods,Montpelier,VT,No
1327.0,4.0,2019.0,8.0,1.0,30047.0,5541.0,$3.39,Chip Transaction,Gas Station Company 1,Lilburn,GA,No
919.0,0.0,2011.0,7.0,18.0,78501.0,5411.0,$8.46,Swipe Transaction,Jakobs Gourmet Supplies,Mcallen,TX,No
189.0,1.0,2011.0,8.0,7.0,21208.0,5942.0,$4.19,Swipe Transaction,Bookstore Company 1,Pikesville,MD,No
1603.0,0.0,2018.0,9.0,4.0,51694.67689524219,4900.0,$120.64,Online Transaction,Electric Utility 4,ONLINE,CA,No
1418.0,0.0,2004.0,9.0,19.0,56301.0,5813.0,$34.26,Swipe Transaction,Allstar Bar,Saint Cloud,MN,No
1862.0,2.0,2009.0,4.0,21.0,51694.67689524219,4784.0,$32.09,Online Transaction,Auto Toll Provider 1,ONLINE,CA,No
1263.0,0.0,2013.0,10.0,25.0,90006.0,5921.0,$2.52,Swipe Transaction,Adelaides Package Store,Los Angeles,CA,No
1327.0,5.0,2004.0,7.0,4.0,30062.0,5942.0,$1.28,Swipe Transaction,Bookstore Company 1,Marietta,GA,No
1663.0,2.0,2001.0,11.0,11.0,66866.0,5411.0,$11.24,Swipe Transaction,Supermarket Chain 3,Peabody,KS,No
1891.0,5.0,2006.0,1.0,1.0,67204.0,5812.0,$31.49,Swipe Transaction,Jackson Eats,Wichita,KS,No
706.0,5.0,2014.0,11.0,15.0,90023.0,5499.0,$2.77,Swipe Transaction,Convenience Store Chain 3,Los Angeles,CA,No
1596.0,1.0,2017.0,10.0,4.0,64744.0,5541.0,$113.17,Chip Transaction,Gas Station Company 4,El Dorado Springs,MO,No
122.0,0.0,2008.0,1.0,14.0,61801.0,5541.0,$4.29,Swipe Transaction,Gas Station Company 3,Urbana,IL,No
1072.0,0.0,2016.0,5.0,30.0,51694.67689524219,4784.0,$24.20,Online Transaction,Auto Toll Provider 1,ONLINE,CA,No
1945.0,0.0,2017.0,3.0,29.0,58529.0,5814.0,$55.93,Swipe Transaction,Fast Food Chain 3,Carson,ND,No
575.0,0.0,2006.0,4.0,18.0,8901.0,5411.0,$21.56,Swipe Transaction,Supermarket Chain 2,New Brunswick,NJ,No
1426.0,0.0,2008.0,9.0,20.0,55792.0,5541.0,$9.46,Swipe Transaction,Gas Station Company 6,Virginia,MN,No
290.0,2.0,2016.0,7.0,24.0,91204.0,5812.0,$73.37,Swipe Transaction,Restaurant Chain 8,Glendale,CA,No
1604.0,3.0,2019.0,10.0,6.0,11726.0,5912.0,$14.58,Chip Transaction,Wilson Copiague Pharmacy,Copiague,NY,No
1844.0,0.0,2020.0,1.0,19.0,34102.0,5310.0,$42.79,Chip Transaction,Sanders Price Cutters,Naples,FL,No
516.0,2.0,2011.0,7.0,20.0,21012.0,5812.0,$23.56,Swipe Transaction,Allen Arnold Restaurant,Arnold,MD,No
1967.0,0.0,2015.0,11.0,25.0,65078.0,5499.0,$21.95,Chip Transaction,Vending Machine Product 1,Stover,MO,No
1645.0,4.0,2011.0,5.0,22.0,80543.0,5499.0,$3.18,Swipe Transaction,Convenience Store Chain 1,Milliken,CO,No
1355.0,4.0,2002.0,10.0,7.0,7047.0,5411.0,$8.10,Swipe Transaction,Supermarket Chain 2,North Bergen,NJ,No
1735.0,3.0,2001.0,11.0,12.0,31322.0,4814.0,$62.10,Swipe Transaction,Phone Service Provider 3,Pooler,GA,No
73.0,0.0,2009.0,3.0,23.0,32055.0,4829.0,$100.00,Swipe Transaction,Money Transfer Company 1,Lake City,FL,No
886.0,2.0,2011.0,7.0,20.0,78681.0,7538.0,$43.52,Swipe Transaction,Cook Car Repairs,Round Rock,TX,No
362.0,0.0,2013.0,1.0,28.0,11213.0,5812.0,$3.50,Swipe Transaction,Treasures Diner,Brooklyn,NY,No
1603.0,0.0,1999.0,2.0,24.0,78962.0,4829.0,$40.00,Swipe Transaction,Money Transfer Company 1,Weimar,TX,No
482.0,2.0,2010.0,10.0,8.0,10075.0,5912.0,$4.24,Swipe Transaction,Stewart New York Drugs,New York,NY,No
1156.0,4.0,2002.0,1.0,27.0,66701.0,4814.0,$117.88,Swipe Transaction,Phone Service Provider 1,Fort Scott,KS,No
1694.0,3.0,2017.0,9.0,10.0,33140.0,3722.0,$119.42,Chip Transaction,Hotel and Resort Company 3,Miami Beach,FL,No
1614.0,0.0,2013.0,5.0,28.0,70056.0,5812.0,$97.80,Swipe Transaction,Leroux Diner,Gretna,LA,No
525.0,0.0,2010.0,4.0,13.0,43221.0,5814.0,$43.83,Swipe Transaction,Fast Food Chain 2,Columbus,OH,No
1464.0,4.0,2018.0,7.0,23.0,33445.0,7011.0,$366.63,Swipe Transaction,Allstar Lodge,Delray Beach,FL,No
474.0,0.0,2009.0,12.0,6.0,51694.67689524219,4722.0,$89.19,Online Transaction,Travel Booking Company 3,ONLINE,CA,No
936.0,2.0,2012.0,6.0,20.0,98660.0,7210.0,$18.00,Swipe Transaction,Burns Martinizers,Vancouver,WA,No
1606.0,2.0,2005.0,7.0,6.0,63072.0,5499.0,$1.34,Swipe Transaction,Convenience Store Chain 3,Robertsville,MO,No
270.0,0.0,2005.0,12.0,5.0,68901.0,5541.0,$0.77,Swipe Transaction,Gas Station Company 1,Hastings,NE,No
993.0,2.0,2014.0,9.0,22.0,8865.0,5942.0,$25.56,Swipe Transaction,Bookstore Company 1,Phillipsburg,NJ,No
1173.0,1.0,2017.0,4.0,14.0,12508.0,5812.0,$55.44,Chip Transaction,Foster Restaurant,Beacon,NY,No
480.0,2.0,2018.0,1.0,10.0,18073.0,5814.0,$4.14,Chip Transaction,Fast Food Chain 3,Pennsburg,PA,No
1474.0,3.0,2018.0,2.0,16.0,87031.0,4121.0,$25.65,Chip Transaction,Jedidiahs Car Service,Los Lunas,NM,No
1164.0,3.0,2017.0,9.0,12.0,51104.0,5193.0,$32.90,Chip Transaction,Allysons Flowers,Sioux City,IA,No
386.0,3.0,2010.0,6.0,15.0,33015.0,5812.0,$2.31,Swipe Transaction,Restaurant Chain 12,Hialeah,FL,No
387.0,1.0,2018.0,5.0,25.0,92704.0,5651.0,$16.99,Chip Transaction,Isabellas Clothing,Santa Ana,CA,No
913.0,6.0,2007.0,8.0,5.0,51694.67689524219,4784.0,$64.88,Online Transaction,Auto Toll Provider 1,ONLINE,CA,No
1513.0,1.0,2005.0,3.0,20.0,91765.0,5300.0,$31.76,Swipe Transaction,Wholesale Club 1,Diamond Bar,CA,No
1799.0,3.0,2008.0,11.0,21.0,23059.0,5812.0,$3.81,Swipe Transaction,Acme Diner,Glen Allen,VA,No
442.0,2.0,2018.0,2.0,23.0,33415.0,5411.0,$11.25,Swipe Transaction,Supermarket Chain 4,West Palm Beach,FL,No
1429.0,1.0,2001.0,10.0,10.0,92619.0,5411.0,$0.99,Swipe Transaction,Supermarket Chain 3,Irvine,CA,No
288.0,1.0,2014.0,1.0,30.0,75211.0,5411.0,$8.52,Swipe Transaction,Morales Foods,Dallas,TX,No
954.0,2.0,2012.0,6.0,6.0,90251.0,5912.0,$73.70,Swipe Transaction,Pharmacy Company 2,Hawthorne,CA,No
1229.0,5.0,2019.0,9.0,28.0,12831.0,5541.0,$8.95,Swipe Transaction,Gas Station Company 2,Gansevoort,NY,No
466.0,4.0,2013.0,12.0,9.0,97498.0,5411.0,$32.38,Swipe Transaction,Harleighs Fine Foods,Yachats,OR,No
721.0,1.0,2016.0,2.0,8.0,60010.0,4814.0,$88.22,Chip Transaction,Phone Service Provider 2,Barrington,IL,No
1125.0,2.0,2004.0,7.0,20.0,53214.0,5411.0,$2.45,Swipe Transaction,Supermarket Chain 3,Milwaukee,WI,No
640.0,3.0,2009.0,7.0,9.0,96097.0,5719.0,$40.60,Swipe Transaction,High End Goods Store 2,Yreka,CA,No
1672.0,0.0,2009.0,8.0,25.0,94551.0,3393.0,$90.57,Swipe Transaction,Car Rental Company 5,Livermore,CA,No
720.0,3.0,2003.0,12.0,25.0,28151.0,3780.0,$146.73,Swipe Transaction,Hotel and Resort Company 10,Shelby,NC,No
152.0,0.0,2008.0,9.0,18.0,57702.0,7230.0,$3.22,Swipe Transaction,Kates Rapid City Salon,Rapid City,SD,No
1837.0,0.0,2020.0,2.0,5.0,11003.0,7802.0,$733.75,Chip Transaction,Horse Racing Track 3,Elmont,NY,No
388.0,0.0,2010.0,10.0,31.0,54409.0,5655.0,$81.81,Swipe Transaction,Arthurs Sports Apparel,Antigo,WI,No
1066.0,2.0,1991.0,10.0,20.0,90274.0,4121.0,$33.00,Swipe Transaction,Harlans Limousine,Palos Verdes Peninsula,CA,No
1258.0,1.0,2010.0,6.0,29.0,62040.0,7538.0,$40.89,Swipe Transaction,Fridas Auto Repair,Granite City,IL,No
1291.0,0.0,2010.0,8.0,17.0,67210.0,4829.0,$60.00,Swipe Transaction,Money Transfer Company 1,Wichita,KS,No
312.0,0.0,2013.0,12.0,18.0,91302.0,5411.0,$110.07,Swipe Transaction,King Supermarket,Calabasas,CA,No
1580.0,5.0,2015.0,4.0,4.0,17540.0,3395.0,$223.01,Chip Transaction,Car Rental Company 6,Leola,PA,No
1228.0,2.0,2016.0,9.0,10.0,73132.0,5300.0,$31.05,Chip Transaction,Wholesale Club 1,Oklahoma City,OK,No
345.0,0.0,2014.0,7.0,3.0,26501.0,4121.0,$15.78,Swipe Transaction,Brown Taxi,Morgantown,WV,No
1846.0,0.0,2011.0,7.0,11.0,48154.0,4814.0,$193.19,Swipe Transaction,Phone Service Provider 3,Livonia,MI,No
1499.0,1.0,2011.0,9.0,2.0,91767.0,5411.0,$106.60,Swipe Transaction,Cox Pomona Supermarket,Pomona,CA,No
1520.0,2.0,2006.0,7.0,13.0,63125.0,5812.0,$18.02,Swipe Transaction,Farhad Restaurant,Saint Louis,MO,No
1826.0,5.0,2013.0,11.0,4.0,11050.0,5499.0,$1.76,Swipe Transaction,Convenience Store Chain 1,Port Washington,NY,No
993.0,0.0,2012.0,4.0,1.0,76021.0,5942.0,$34.25,Swipe Transaction,Bookstore Company 1,Bedford,TX,No
960.0,0.0,2002.0,4.0,20.0,94550.0,5411.0,$23.48,Swipe Transaction,Supermarket Chain 2,Livermore,CA,No
744.0,1.0,2008.0,5.0,3.0,51694.67689524219,5815.0,$14.09,Online Transaction,Digital Content Company 1,ONLINE,CA,No
1072.0,2.0,2015.0,11.0,9.0,51694.67689524219,4899.0,$80.80,Online Transaction,Digital Delivery Company 8,ONLINE,CA,No
773.0,4.0,2016.0,2.0,1.0,70820.0,5499.0,$66.86,Chip Transaction,Convenience Store Chain 1,Baton Rouge,LA,No
1078.0,1.0,2020.0,2.0,10.0,12117.0,5912.0,$18.16,Chip Transaction,Pharmacy Company 3,Mayfield,NY,No
713.0,0.0,2012.0,11.0,14.0,76131.0,5942.0,$5.13,Swipe Transaction,Bookstore Company 1,Fort Worth,TX,No
352.0,2.0,2005.0,5.0,17.0,37931.0,5812.0,$1.30,Swipe Transaction,Cataleyas Restaurant,Knoxville,TN,No
1132.0,4.0,2017.0,10.0,1.0,39402.0,4829.0,$140.00,Chip Transaction,Money Transfer Company 1,Hattiesburg,MS,No
